Date,Open,High,Low,Close,Volume,Change %
07/03/1986,0.0609,0.0621,0.0609,0.0609,4050000,-1.93237
07/07/1986,0.0609,0.0621,0.0596,0.0602,10303200,0.0
07/08/1986,0.0602,0.0602,0.0596,0.0596,6577200,-1.14943
07/09/1986,0.0596,0.0602,0.0596,0.0602,3304800,-0.99668
07/10/1986,0.0602,0.0615,0.0602,0.0602,2170800,1.00671
07/11/1986,0.0602,0.0615,0.0596,0.0596,5605200,0.0
07/14/1986,0.0596,0.0609,0.059,0.0609,19083600,-0.99668
07/15/1986,0.0596,0.0596,0.0533,0.054,30747600,0.0
07/16/1986,0.0527,0.0527,0.0433,0.0446,112492800,-11.57718
07/17/1986,0.0452,0.0489,0.0452,0.0477,131900400,-14.2315
07/18/1986,0.0477,0.0483,0.0464,0.0471,20379600,5.53097
07/21/1986,0.0471,0.0471,0.0458,0.0464,8910000,-1.25786
07/22/1986,0.0464,0.0464,0.0452,0.0452,8067600,-1.4862
07/23/1986,0.0452,0.0458,0.0446,0.0446,7776000,-2.58621
07/24/1986,0.0446,0.0452,0.0414,0.042,16783200,-1.32743
07/25/1986,0.0414,0.0414,0.0395,0.0414,8618400,-7.17489
07/28/1986,0.0408,0.0408,0.0389,0.0408,7192800,-1.44928
07/29/1986,0.0408,0.0408,0.0389,0.0399,28609200,0.0
07/30/1986,0.0399,0.0402,0.0389,0.0402,9169200,-2.20588
07/31/1986,0.0402,0.0402,0.0389,0.0389,3078000,0.75188
08/01/1986,0.0389,0.0402,0.0389,0.0389,5896800,-3.23383
08/04/1986,0.0389,0.0389,0.0364,0.037,12376800,0.0
08/05/1986,0.037,0.0383,0.0364,0.0364,3272400,-4.88432
08/06/1986,0.0364,0.0383,0.0364,0.0373,2559600,-1.62162
08/07/1986,0.0373,0.0383,0.0364,0.0383,5378400,2.47253
08/08/1986,0.0383,0.0383,0.0364,0.0383,5767200,2.68097
08/11/1986,0.0383,0.0383,0.0339,0.0364,44874000,0.0
08/12/1986,0.037,0.0389,0.037,0.0383,40014000,-3.39426
08/13/1986,0.0383,0.0408,0.0383,0.0399,37810800,3.51351
08/14/1986,0.0399,0.0399,0.0383,0.0399,21157200,4.17755
08/15/1986,0.0399,0.0408,0.0395,0.0399,15487200,0.0
08/18/1986,0.0399,0.0402,0.0395,0.0399,29905200,0.0
08/19/1986,0.0399,0.0402,0.0395,0.0402,6901200,0.0
08/20/1986,0.0402,0.0402,0.0383,0.0383,8715600,0.75188
08/21/1986,0.0383,0.0395,0.0383,0.0383,1555200,-4.72637
08/22/1986,0.0383,0.0389,0.0383,0.0383,388800,0.0
08/25/1986,0.0383,0.0389,0.0383,0.0389,7646400,0.0
08/26/1986,0.0389,0.0389,0.0345,0.0364,3855600,1.56658
08/27/1986,0.0364,0.0383,0.0364,0.0383,5799600,-6.42674
08/28/1986,0.0383,0.0395,0.0377,0.0395,56862000,5.21978
08/29/1986,0.0395,0.0427,0.0395,0.0414,40856400,3.13316
09/02/1986,0.0414,0.0433,0.0414,0.0427,20736000,4.81013
09/03/1986,0.0427,0.0427,0.0414,0.0427,19213200,3.1401
09/04/1986,0.0427,0.0427,0.0389,0.0402,89877600,0.0
09/05/1986,0.0402,0.0408,0.0383,0.0395,30391200,-5.8548
09/08/1986,0.0395,0.0395,0.0377,0.0389,1944000,-1.74129
09/09/1986,0.0389,0.0395,0.0383,0.0395,14774400,-1.51899
09/10/1986,0.0395,0.0395,0.0383,0.0383,37843200,1.54242
09/11/1986,0.0383,0.0389,0.0339,0.0339,8586000,-3.03797
09/12/1986,0.0339,0.0364,0.0333,0.0364,19504800,-11.48825
09/15/1986,0.0364,0.0364,0.0351,0.0351,1198800,7.37463
09/16/1986,0.0351,0.0377,0.0351,0.0377,28058400,-3.57143
09/17/1986,0.0383,0.0395,0.0383,0.0389,8910000,9.11681
09/18/1986,0.0389,0.0395,0.0377,0.0377,4762800,1.56658
09/19/1986,0.0377,0.0383,0.037,0.0383,680400,-3.08483
09/22/1986,0.0383,0.0395,0.0377,0.0389,9784800,1.59151
09/23/1986,0.0389,0.0408,0.0389,0.0402,66970800,1.56658
09/24/1986,0.0402,0.0408,0.0395,0.0395,8910000,3.3419
09/25/1986,0.0395,0.0402,0.0383,0.0395,3207600,-1.74129
09/26/1986,0.0395,0.0395,0.0358,0.0358,4989600,0.0
09/29/1986,0.0358,0.037,0.0345,0.0345,4503600,-9.36709
09/30/1986,0.0345,0.0364,0.0326,0.0358,29905200,-3.63128
10/01/1986,0.0358,0.0358,0.0345,0.0358,7030800,3.76812
10/02/1986,0.0358,0.0358,0.0345,0.0351,37195200,0.0
10/03/1986,0.0351,0.0358,0.0345,0.0345,2462400,-1.95531
10/06/1986,0.0345,0.0358,0.0345,0.0351,874800,-1.7094
10/07/1986,0.0351,0.0377,0.0351,0.0377,8262000,1.73913
10/08/1986,0.0377,0.0446,0.0377,0.0433,205513200,7.40741
10/09/1986,0.0433,0.0483,0.0427,0.0458,132678000,14.85411
10/10/1986,0.0458,0.0458,0.0439,0.0446,55242000,5.77367
10/13/1986,0.0446,0.0446,0.0427,0.0446,10659600,-2.62009
10/14/1986,0.0446,0.0452,0.0439,0.0439,24008400,0.0
10/15/1986,0.0439,0.0464,0.0439,0.0452,20379600,-1.56951
10/16/1986,0.0452,0.0458,0.0452,0.0458,1393200,2.96128
10/17/1986,0.0458,0.0464,0.0452,0.0458,18792000,1.32743
10/20/1986,0.0458,0.0464,0.0452,0.0458,3175200,0.0
10/21/1986,0.0458,0.0458,0.0446,0.0452,7905600,0.0
10/22/1986,0.0452,0.0452,0.0446,0.0446,3045600,-1.31004
10/23/1986,0.0446,0.0452,0.0446,0.0446,16297200,-1.32743
10/24/1986,0.0446,0.0458,0.0446,0.0452,8359200,0.0
10/27/1986,0.0449,0.0449,0.0433,0.0439,6123600,0.67265
10/28/1986,0.0439,0.0458,0.0433,0.0452,17366400,-2.22717
10/29/1986,0.0452,0.0458,0.0446,0.0446,1360800,2.96128
10/30/1986,0.0446,0.0452,0.0446,0.0452,8294400,-1.32743
10/31/1986,0.0452,0.0452,0.0439,0.0452,6739200,1.34529
11/03/1986,0.0446,0.0446,0.0439,0.0446,388800,-1.32743
11/04/1986,0.0446,0.0489,0.0446,0.0483,76852800,0.0
11/05/1986,0.0483,0.0515,0.0483,0.0489,122569200,8.29596
11/06/1986,0.0489,0.0502,0.0477,0.0489,5022000,1.24224
11/07/1986,0.0489,0.0496,0.0477,0.0496,42087600,0.0
11/10/1986,0.0496,0.0496,0.0489,0.0489,4860000,1.43149
11/11/1986,0.0489,0.0521,0.0489,0.0508,74584800,-1.41129
11/12/1986,0.0508,0.0527,0.0502,0.0515,27669600,3.88548
11/13/1986,0.0515,0.0515,0.0502,0.0502,14644800,1.37795
11/14/1986,0.0502,0.0508,0.0489,0.0508,12668400,-2.52427
11/17/1986,0.0508,0.0508,0.0489,0.0502,4309200,1.19522
11/18/1986,0.0502,0.0508,0.0483,0.0483,7160400,-1.1811
11/19/1986,0.0483,0.0489,0.0477,0.0477,12150000,-3.78486
11/20/1986,0.0477,0.0489,0.0477,0.0489,3175200,-1.24224
11/21/1986,0.0489,0.0508,0.0489,0.0508,7743600,2.51572
11/24/1986,0.0508,0.0515,0.0496,0.0515,70146000,3.88548
11/25/1986,0.0515,0.0552,0.0515,0.0543,42573600,1.37795
11/26/1986,0.0543,0.0546,0.054,0.054,14256000,5.43689
11/28/1986,0.054,0.0546,0.0527,0.054,8683200,-0.55249
12/01/1986,0.054,0.054,0.0508,0.0521,4536000,0.0
12/02/1986,0.0521,0.0521,0.0508,0.0508,7030800,-3.51852
12/03/1986,0.0508,0.0508,0.0489,0.0489,17269200,-2.4952
12/04/1986,0.0489,0.0508,0.0489,0.0502,7192800,-3.74016
12/05/1986,0.0502,0.0508,0.0502,0.0502,9817200,2.65849
12/08/1986,0.0502,0.0508,0.0502,0.0508,1296000,0.0
12/09/1986,0.0508,0.0508,0.0502,0.0508,7387200,1.19522
12/10/1986,0.0508,0.0508,0.0502,0.0508,9817200,0.0
12/11/1986,0.0508,0.0508,0.0502,0.0502,7678800,0.0
12/12/1986,0.0502,0.0508,0.0496,0.0502,21546000,-1.1811
12/15/1986,0.0502,0.0508,0.0496,0.0496,2980800,0.0
12/16/1986,0.0496,0.0508,0.0496,0.0502,874800,-1.19522
12/17/1986,0.0502,0.0502,0.0489,0.0489,13964400,1.20968
12/18/1986,0.0492,0.0496,0.0492,0.0496,972000,-1.99203
12/19/1986,0.0496,0.0502,0.0489,0.0496,16038000,0.81301
12/22/1986,0.0496,0.0502,0.0483,0.0489,55242000,0.0
12/23/1986,0.0489,0.0496,0.0486,0.0489,5054400,-1.41129
12/24/1986,0.0489,0.0496,0.0489,0.0489,5961600,0.0
12/26/1986,0.0489,0.0496,0.0471,0.0477,14418000,0.0
12/29/1986,0.0477,0.0477,0.0471,0.0477,4147200,-2.45399
12/30/1986,0.0477,0.0496,0.0471,0.0483,122860800,0.0
12/31/1986,0.0492,0.0527,0.0492,0.0521,18565200,3.14465
01/02/1987,0.0521,0.0536,0.0508,0.0521,6706800,5.89431
01/05/1987,0.0527,0.0565,0.0527,0.0552,25401600,1.15163
01/06/1987,0.0565,0.0596,0.0565,0.0565,27734400,7.21063
01/07/1987,0.0565,0.0584,0.0521,0.0552,323870400,0.0
01/08/1987,0.0558,0.0577,0.0558,0.0577,68040000,-1.23894
01/09/1987,0.059,0.0665,0.059,0.0646,161838000,5.73477
01/12/1987,0.0646,0.0646,0.0621,0.0621,32108400,9.49153
01/13/1987,0.0621,0.0634,0.0615,0.0628,23976000,-3.86997
01/14/1987,0.0628,0.069,0.0628,0.0678,93247200,1.12721
01/15/1987,0.0678,0.0734,0.0678,0.069,109965600,7.96178
01/16/1987,0.069,0.0697,0.0671,0.0671,16491600,1.76991
01/19/1987,0.0671,0.0728,0.0646,0.0722,31298400,-2.75362
01/20/1987,0.0722,0.0747,0.0722,0.0728,131770800,7.6006
01/21/1987,0.0715,0.0715,0.0678,0.0703,19213200,-0.96953
01/22/1987,0.0703,0.074,0.069,0.074,25239600,-1.67832
01/23/1987,0.074,0.0753,0.069,0.0703,87804000,5.26316
01/26/1987,0.0703,0.0709,0.0678,0.0684,11502000,-5.0
01/27/1987,0.0684,0.0703,0.0671,0.069,17204400,-2.7027
01/28/1987,0.069,0.069,0.0634,0.0659,74260800,0.87719
01/29/1987,0.0659,0.069,0.0659,0.0678,16394400,-4.49275
01/30/1987,0.0678,0.0678,0.0671,0.0678,6091200,2.88316
02/02/1987,0.0678,0.074,0.0671,0.074,35186400,0.0
02/03/1987,0.074,0.0766,0.0734,0.0734,98074800,9.14454
02/04/1987,0.0734,0.0753,0.0722,0.0728,8877600,-0.81081
02/05/1987,0.0728,0.0734,0.0722,0.0734,8456400,-0.81744
02/06/1987,0.0734,0.0734,0.0722,0.0722,842400,0.82418
02/09/1987,0.0722,0.0747,0.0722,0.074,85082400,-1.63488
02/10/1987,0.074,0.0747,0.0715,0.0747,50220000,2.49307
02/11/1987,0.0747,0.0797,0.0728,0.0784,49312800,0.94595
02/12/1987,0.0797,0.0866,0.0797,0.086,129308400,6.69344
02/13/1987,0.086,0.0891,0.0847,0.0891,96292800,7.90464
02/17/1987,0.0891,0.0929,0.0879,0.0916,75913200,3.60465
02/18/1987,0.0916,0.0954,0.091,0.0941,105008400,2.80584
02/19/1987,0.0941,0.0941,0.0916,0.0922,83332800,2.72926
02/20/1987,0.0922,0.0929,0.0904,0.0916,55857600,-2.01913
02/23/1987,0.091,0.091,0.0885,0.0885,25984800,-1.30152
02/24/1987,0.0891,0.0897,0.0891,0.0897,14450400,-2.08791
02/25/1987,0.0897,0.0897,0.0891,0.0891,24753600,0.6734
02/26/1987,0.0891,0.0948,0.0891,0.0929,25758000,-0.6689
02/27/1987,0.0929,0.0973,0.0929,0.0966,34246800,4.26487
03/02/1987,0.0966,0.0979,0.096,0.096,12344400,3.98278
03/03/1987,0.096,0.0985,0.0948,0.0985,15325200,-0.62112
03/04/1987,0.0985,0.1042,0.0985,0.1042,28414800,2.60417
03/05/1987,0.1042,0.1104,0.1042,0.1086,63082800,5.7868
03/06/1987,0.1086,0.1098,0.1035,0.1054,17852400,4.22265
03/09/1987,0.1042,0.1042,0.0985,0.0991,32950800,-4.05157
03/10/1987,0.0991,0.101,0.0991,0.0991,31752000,-4.89443
03/11/1987,0.0991,0.0998,0.0985,0.0991,17463600,0.0
03/12/1987,0.0991,0.0995,0.0966,0.0973,27475200,0.0
03/13/1987,0.0973,0.0979,0.0957,0.096,28738800,-1.81635
03/16/1987,0.096,0.0966,0.0941,0.0954,17236800,-1.33607
03/17/1987,0.0954,0.0966,0.0954,0.0954,19731600,-0.625
03/18/1987,0.0979,0.1023,0.0979,0.101,25628400,2.62055
03/19/1987,0.1017,0.1067,0.1017,0.1054,27054000,3.88151
03/20/1987,0.1054,0.1098,0.1054,0.1061,28544400,3.63815
03/23/1987,0.1061,0.1067,0.1042,0.1048,15033600,0.66414
03/24/1987,0.1048,0.1048,0.0979,0.1004,18630000,-1.22526
03/25/1987,0.1004,0.1042,0.0979,0.1029,11599200,-4.19847
03/26/1987,0.1029,0.1092,0.1029,0.1092,24462000,2.49004
03/27/1987,0.1092,0.1167,0.1067,0.113,23992038,6.12245
03/30/1987,0.1117,0.1117,0.0966,0.1054,29694438,2.28938
03/31/1987,0.1054,0.1104,0.1042,0.1104,19990800,-5.64011
04/01/1987,0.1104,0.113,0.1042,0.1104,17123238,4.74383
04/02/1987,0.1104,0.1217,0.1092,0.1186,59761638,0.0
04/03/1987,0.1186,0.1293,0.118,0.1268,88014438,7.42754
04/06/1987,0.1268,0.1406,0.1217,0.1318,30731238,6.914
04/07/1987,0.1318,0.1368,0.1205,0.1242,17965638,3.94322
04/08/1987,0.123,0.123,0.1192,0.1192,187628400,-6.67678
04/09/1987,0.1192,0.123,0.1192,0.1205,65302038,-3.08943
04/10/1987,0.1205,0.123,0.118,0.1205,35818038,1.0906
04/13/1987,0.1205,0.1205,0.1142,0.1142,26162838,0.0
04/14/1987,0.1142,0.1155,0.1017,0.1067,36952038,-5.22822
04/15/1987,0.1104,0.118,0.1104,0.1167,64119600,-3.3275
04/16/1987,0.118,0.1217,0.118,0.1192,30342438,6.88406
04/20/1987,0.1192,0.1242,0.1192,0.1217,7759638,1.01695
04/21/1987,0.1217,0.123,0.1155,0.123,37535238,2.09732
04/22/1987,0.123,0.1255,0.1217,0.123,24283638,1.0682
04/23/1987,0.123,0.1242,0.1217,0.1217,31752000,0.0
04/24/1987,0.1217,0.1242,0.1192,0.1205,5475600,-1.05691
04/27/1987,0.1205,0.1205,0.113,0.113,24267600,-0.98603
04/28/1987,0.1142,0.1192,0.1142,0.1192,14984838,-5.22822
04/29/1987,0.1192,0.1268,0.1192,0.123,24931638,4.37828
04/30/1987,0.123,0.123,0.1167,0.118,18808038,3.18792
05/01/1987,0.118,0.118,0.1117,0.1155,9039600,-4.06504
05/04/1987,0.1155,0.118,0.1142,0.1167,4017600,-2.11864
05/05/1987,0.118,0.1217,0.118,0.1205,7144038,2.1645
05/06/1987,0.1205,0.1217,0.118,0.1192,16848000,2.11864
05/07/1987,0.1192,0.1242,0.1167,0.1242,32545638,-1.07884
05/08/1987,0.1242,0.1318,0.123,0.1318,69368400,4.19463
05/11/1987,0.1318,0.14,0.1318,0.1355,49361238,6.11916
05/12/1987,0.1355,0.1381,0.1318,0.1355,14936400,2.80728
05/13/1987,0.1355,0.1381,0.1343,0.1368,8845200,0.0
05/14/1987,0.1368,0.1481,0.1368,0.1406,50835600,0.95941
05/15/1987,0.1406,0.1443,0.1381,0.1393,42638400,2.77778
05/18/1987,0.1393,0.1406,0.1217,0.128,53492400,-0.92461
05/19/1987,0.128,0.1336,0.118,0.118,25774038,-8.11199
05/20/1987,0.118,0.123,0.1117,0.1205,36676800,-7.8125
05/21/1987,0.1205,0.1242,0.1205,0.1205,10708038,2.11864
05/22/1987,0.1205,0.1217,0.1205,0.1205,10303200,0.0
05/26/1987,0.1217,0.1242,0.1217,0.123,9703638,0.99585
05/27/1987,0.1242,0.128,0.1242,0.1255,12733200,2.05423
05/28/1987,0.1255,0.1305,0.1242,0.1293,16766838,1.0467
05/29/1987,0.1305,0.1381,0.1305,0.1368,28026000,3.98406
06/01/1987,0.1368,0.1381,0.1355,0.1368,20023200,4.82759
06/02/1987,0.1368,0.1381,0.1293,0.1305,11064438,0.0
06/03/1987,0.1305,0.1343,0.1305,0.1318,13705200,-4.60526
06/04/1987,0.1318,0.133,0.1305,0.133,11923200,0.99617
06/05/1987,0.133,0.133,0.128,0.1293,6706800,0.91047
06/08/1987,0.1293,0.1293,0.123,0.1242,36336438,-2.78195
06/09/1987,0.1242,0.1293,0.1242,0.1255,36368838,-3.94432
06/10/1987,0.128,0.1368,0.128,0.1305,126862038,3.05958
06/11/1987,0.1305,0.1305,0.1205,0.1205,29970000,1.95312
06/12/1987,0.1205,0.123,0.113,0.1155,40904838,-7.66284
06/15/1987,0.1155,0.1155,0.1117,0.113,51856038,-4.14938
06/16/1987,0.113,0.1242,0.113,0.1242,25531200,-2.1645
06/17/1987,0.1242,0.1293,0.1217,0.1255,19342800,9.9115
06/18/1987,0.1255,0.1255,0.1217,0.1217,10432800,1.0467
06/19/1987,0.1217,0.123,0.1205,0.123,20039238,-3.02789
06/22/1987,0.123,0.1242,0.118,0.118,25741638,1.0682
06/23/1987,0.118,0.1192,0.113,0.1142,34149600,-4.06504
06/24/1987,0.1142,0.1205,0.1142,0.1192,6787638,-3.22034
06/25/1987,0.1192,0.1192,0.1167,0.118,5508000,4.37828
06/26/1987,0.118,0.118,0.1092,0.1104,33825600,-1.00671
06/29/1987,0.1104,0.113,0.1029,0.1079,43675200,-6.44068
06/30/1987,0.1079,0.1117,0.1029,0.1117,42735600,-2.26449
07/01/1987,0.1117,0.1142,0.1092,0.111,16378038,3.52178
07/02/1987,0.111,0.1142,0.1092,0.113,19877238,-0.62668
07/06/1987,0.113,0.1142,0.1029,0.1054,19909638,1.8018
07/07/1987,0.1054,0.1098,0.1042,0.1079,50365638,-6.72566
07/08/1987,0.1079,0.1104,0.1079,0.1086,19715238,2.37192
07/09/1987,0.1086,0.1104,0.1079,0.1079,63163638,0.64875
07/10/1987,0.1079,0.1086,0.1042,0.1042,42686838,-0.64457
07/13/1987,0.1042,0.1079,0.1004,0.1054,78359238,-3.4291
07/14/1987,0.1054,0.1205,0.1042,0.118,65464038,1.15163
07/15/1987,0.118,0.1192,0.1167,0.1192,19164438,11.95446
07/16/1987,0.1192,0.1205,0.1167,0.118,16183638,1.01695
07/17/1987,0.118,0.1192,0.113,0.1155,20719638,-1.00671
07/20/1987,0.1142,0.1142,0.1092,0.1092,16621200,-3.22034
07/21/1987,0.1092,0.1142,0.1067,0.1067,15730038,-4.37828
07/22/1987,0.1067,0.1092,0.1054,0.1079,40742838,-2.28938
07/23/1987,0.1079,0.1079,0.1004,0.1029,25255638,1.12465
07/24/1987,0.1029,0.1079,0.1029,0.1067,9898038,-4.63392
07/27/1987,0.1067,0.1067,0.1017,0.1042,6560838,3.69291
07/28/1987,0.1042,0.1067,0.1042,0.1054,4552038,-2.34302
07/29/1987,0.1054,0.1054,0.1029,0.1042,34716438,1.15163
07/30/1987,0.1042,0.1067,0.1042,0.1067,7824438,-1.13852
07/31/1987,0.1067,0.1155,0.1067,0.1142,20768400,2.39923
08/03/1987,0.1142,0.1142,0.1117,0.1117,10400400,7.02905
08/04/1987,0.1117,0.118,0.1117,0.1167,15665238,-2.18914
08/05/1987,0.1167,0.1192,0.1167,0.118,16313238,4.47628
08/06/1987,0.118,0.1293,0.118,0.1261,45943200,1.11397
08/07/1987,0.1261,0.1318,0.123,0.1268,66176838,6.86441
08/10/1987,0.1268,0.128,0.123,0.1255,30261600,0.55511
08/11/1987,0.1255,0.133,0.1242,0.1305,57704400,-1.02524
08/12/1987,0.1305,0.133,0.1293,0.1299,13899600,3.98406
08/13/1987,0.1299,0.133,0.1293,0.1305,26244000,-0.45977
08/14/1987,0.1305,0.1318,0.1287,0.1305,8424000,0.46189
08/17/1987,0.1305,0.1318,0.128,0.1293,10108800,0.0
08/18/1987,0.1293,0.1305,0.1205,0.1217,19132038,-0.91954
08/19/1987,0.1217,0.1223,0.1167,0.1217,29014038,-5.8778
08/20/1987,0.1217,0.1293,0.1205,0.1268,28155600,0.0
08/21/1987,0.1268,0.1318,0.1268,0.1305,20590038,4.19063
08/24/1987,0.1305,0.1305,0.1249,0.1249,9833238,2.91798
08/25/1987,0.1249,0.128,0.1242,0.1255,22226400,-4.29119
08/26/1987,0.1255,0.1255,0.123,0.1242,23376438,0.48038
08/27/1987,0.1242,0.1255,0.1205,0.1242,18127638,-1.03586
08/28/1987,0.1242,0.128,0.1217,0.128,24899238,0.0
08/31/1987,0.128,0.1343,0.128,0.1343,23101200,3.05958
09/01/1987,0.1343,0.1381,0.1318,0.1355,47887200,4.92188
09/02/1987,0.1355,0.1355,0.133,0.133,42168438,0.89352
09/03/1987,0.133,0.1343,0.1255,0.1268,14369238,-1.84502
09/04/1987,0.128,0.1293,0.128,0.128,4001238,-3.7594
09/08/1987,0.128,0.1293,0.1167,0.1192,21870000,0.0
09/09/1987,0.1192,0.1274,0.1192,0.1274,16378038,-6.875
09/10/1987,0.1293,0.133,0.1293,0.1293,25255638,8.47315
09/11/1987,0.1305,0.1368,0.1305,0.1355,15519600,0.92807
09/14/1987,0.1355,0.1418,0.1343,0.1343,22404438,3.83142
09/15/1987,0.1343,0.1355,0.1305,0.133,22226400,-0.88561
09/16/1987,0.1355,0.1393,0.1355,0.1381,44566038,0.89352
09/17/1987,0.1381,0.1456,0.1368,0.1443,38523600,1.91882
09/18/1987,0.1443,0.1481,0.1431,0.1456,20492838,4.4895
09/21/1987,0.1456,0.1456,0.1406,0.1406,28754838,0.9009
09/22/1987,0.1406,0.1456,0.1406,0.1443,13202838,-3.43407
09/23/1987,0.1443,0.1506,0.1443,0.1493,31881600,2.63158
